Name,Year,Id,Start Date,End Date
Eastbourne,2019,741,2019-06-24,2019-06-29
Eastbourne,2020,741,2020-06-22,2020-06-27
Eastbourne,2021,741,2021-06-21,2021-06-26
Eastbourne,2022,741,2022-06-20,2022-06-25
Eastbourne,2023,741,2023-06-26,2023-07-01
Estoril,2001,468,2001-04-09,2001-04-15
Estoril,2002,468,2002-04-08,2002-04-14
Estoril,2003,468,2003-04-07,2003-04-13
Estoril,2004,468,2004-04-12,2004-04-18
Estoril,2005,468,2005-04-25,2005-05-01
Estoril,2006,468,2006-05-01,2006-05-07
Estoril,2007,468,2007-04-29,2007-05-06
Estoril,2008,468,2008-04-14,2008-04-20
Estoril,2009,468,2009-05-03,2009-05-10
Estoril,2010,468,2010-05-03,2010-05-09
Estoril,2011,468,2011-04-25,2011-05-01
Estoril,2012,468,2012-04-30,2012-05-06
Estoril,2015,7290,2015-04-27,2015-05-03
Estoril,2016,7290,2016-04-25,2016-05-01
Estoril,2017,7290,2017-05-01,2017-05-07
Estoril,2018,7290,2018-04-30,2018-05-06
Estoril,2019,7290,2019-04-29,2019-05-05
Estoril,2020,7290,2020-04-27,2020-05-03
Estoril,2021,7290,2021-04-26,2021-05-02
Estoril,2022,7290,2022-04-25,2022-05-01
Estoril,2023,7290,2023-04-03,2023-04-09
Florence,2022,2805,2022-10-10,2022-10-16
Geneva,2015,322,2015-05-17,2015-05-24
Geneva,2016,322,2016-05-15,2016-05-21
Geneva,2017,322,2017-05-21,2017-05-27
Geneva,2018,322,2018-05-21,2018-05-26
Geneva,2019,322,2019-05-19,2019-05-25
Geneva,2020,322,2020-05-17,2020-05-23
Geneva,2021,322,2021-05-16,2021-05-22
Geneva,2022,322,2022-05-15,2022-05-21
Geneva,2023,322,2023-05-21,2023-05-27
Gijon,2022,2807,2022-10-10,2022-10-16
Gstaad,2001,314,2001-07-09,2001-07-15
Gstaad,2002,314,2002-07-08,2002-07-14
Gstaad,2003,314,2003-07-07,2003-07-13
Gstaad,2004,314,2004-07-05,2004-07-11
Gstaad,2005,314,2005-07-04,2005-07-10
Gstaad,2006,314,2006-07-10,2006-07-16
Gstaad,2007,314,2007-07-09,2007-07-15
Gstaad,2008,314,2008-07-07,2008-07-13
Gstaad,2009,314,2009-07-26,2009-08-02
Gstaad,2010,314,2010-07-25,2010-08-01
Gstaad,2011,314,2011-07-25,2011-07-31
Gstaad,2012,314,2012-07-16,2012-07-22
Gstaad,2013,314,2013-07-22,2013-07-28
Gstaad,2014,314,2014-07-21,2014-07-27
Gstaad,2015,314,2015-07-27,2015-08-02
Gstaad,2016,314,2016-07-18,2016-07-24
Gstaad,2017,314,2017-07-24,2017-07-30
Gstaad,2018,314,2018-07-23,2018-07-29
Gstaad,2019,314,2019-07-22,2019-07-28
Gstaad,2020,314,2020-07-20,2020-07-26
Gstaad,2021,314,2021-07-19,2021-07-25
Gstaad,2022,314,2022-07-18,2022-07-24
Gstaad,2023,314,2023-07-17,2023-07-23
Halle,2001,500,2001-06-11,2001-06-17
Halle,2002,500,2002-06-10,2002-06-16
Halle,2003,500,2003-06-09,2003-06-15
Halle,2004,500,2004-06-07,2004-06-13
Halle,2005,500,2005-06-06,2005-06-12
Halle,2006,500,2006-06-12,2006-06-18
Halle,2007,500,2007-06-11,2007-06-17
Halle,2008,500,2008-06-09,2008-06-15
Halle,2009,500,2009-06-08,2009-06-14
Halle,2010,500,2010-06-07,2010-06-13
Halle,2011,500,2011-06-06,2011-06-12
Halle,2012,500,2012-06-11,2012-06-17
Halle,2013,500,2013-06-10,2013-06-16
Halle,2014,500,2014-06-09,2014-06-15
Halle,2015,500,2015-06-15,2015-06-21
Halle,2016,500,2016-06-13,2016-06-19
Halle,2017,500,2017-06-19,2017-06-25
Halle,2018,500,2018-06-18,2018-06-24
Halle,2019,500,2019-06-17,2019-06-23
Halle,2020,500,2020-06-15,2020-06-21
Halle,2021,500,2021-06-14,2021-06-20
Halle,2022,500,2022-06-13,2022-06-19
Halle,2023,500,2023-06-19,2023-06-25
Hamburg,2001,414,2001-05-14,2001-05-20
Hamburg,2002,414,2002-05-13,2002-05-19
Hamburg,2003,414,2003-05-12,2003-05-18
Hamburg,2004,414,2004-05-10,2004-05-16
Hamburg,2005,414,2005-05-09,2005-05-15
Hamburg,2006,414,2006-05-15,2006-05-21
Hamburg,2007,414,2007-05-14,2007-05-20
Hamburg,2008,414,2008-05-11,2008-05-18
Hamburg,2009,414,2009-07-19,2009-07-26
Hamburg,2010,414,2010-07-19,2010-07-25
Hamburg,2011,414,2011-07-18,2011-07-24
Hamburg,2012,414,2012-07-16,2012-07-22
Hamburg,2013,414,2013-07-15,2013-07-21
Hamburg,2014,414,2014-07-14,2014-07-20
Hamburg,2015,414,2015-07-27,2015-08-02
Hamburg,2016,414,2016-07-11,2016-07-17
Hamburg,2017,414,2017-07-24,2017-07-30
Hamburg,2018,414,2018-07-23,2018-07-29
Hamburg,2019,414,2019-07-22,2019-07-28
Hamburg,2020,414,2020-09-21,2020-09-27
Hamburg,2021,414,2021-07-12,2021-07-18
Hamburg,2022,414,2022-07-18,2022-07-24
Hamburg,2023,414,2023-07-24,2023-07-30
Ho Chi Minh City,2005,890,2005-09-26,2005-10-02
Hong Kong,2001,336,2001-09-24,2001-09-30
Hong Kong,2002,336,2002-09-23,2002-09-29
Houston,2001,717,2001-04-30,2001-05-06
Houston,2002,717,2002-04-22,2002-04-28
Houston,2003,717,2003-04-21,2003-04-27
Houston,2004,717,2004-04-12,2004-04-18
Houston,2005,717,2005-04-18,2005-04-24
Houston,2006,717,2006-04-10,2006-04-16
Houston,2007,717,2007-04-09,2007-04-15
Houston,2008,717,2008-04-14,2008-04-20
Houston,2009,717,2009-04-06,2009-04-12
Houston,2010,717,2010-04-05,2010-04-11
Houston,2011,717,2011-04-04,2011-04-10
Houston,2012,717,2012-04-09,2012-04-15
Houston,2013,717,2013-04-08,2013-04-14
Houston,2014,717,2014-04-07,2014-04-13
Houston,2015,717,2015-04-06,2015-04-12
Houston,2016,717,2016-04-04,2016-04-10
Houston,2017,717,2017-04-10,2017-04-16
Houston,2018,717,2018-04-09,2018-04-15
Houston,2019,717,2019-04-08,2019-04-14
Houston,2020,717,2020-04-06,2020-04-12
Houston,2021,717,2021-04-05,2021-04-11
Houston,2022,717,2022-04-04,2022-04-10
Houston,2023,717,2023-04-03,2023-04-09
Indian Wells,2001,404,2001-03-12,2001-03-18
Indian Wells,2002,404,2002-03-11,2002-03-17
Indian Wells,2003,404,2003-03-10,2003-03-16
Indian Wells,2004,404,2004-03-08,2004-03-21
Indian Wells,2005,404,2005-03-07,2005-03-20
Indian Wells,2006,404,2006-03-06,2006-03-19
Indian Wells,2007,404,2007-03-05,2007-03-18
Indian Wells,2008,404,2008-03-13,2008-03-23
Indian Wells,2009,404,2009-03-12,2009-03-22
Indian Wells,2010,404,2010-03-11,2010-03-21
Indian Wells,2011,404,2011-03-10,2011-03-20
Indian Wells,2012,404,2012-03-08,2012-03-18
Indian Wells,2013,404,2013-03-07,2013-03-17
Indian Wells,2014,404,2014-03-06,2014-03-16
Indian Wells,2015,404,2015-03-12,2015-03-22
Indian Wells,2016,404,2016-03-10,2016-03-20
Indian Wells,2017,404,2017-03-09,2017-03-19
Indian Wells,2018,404,2018-03-08,2018-03-18
Indian Wells,2019,404,2019-03-07,2019-03-17
Indian Wells,2020,404,2020-03-12,2020-03-22
Indian Wells,2021,404,2021-10-07,2021-10-17
Indian Wells,2022,404,2022-03-10,2022-03-20
Indian Wells,2023,404,2023-03-08,2023-03-19
Indianapolis,2001,419,2001-08-13,2001-08-19
Indianapolis,2002,419,2002-08-12,2002-08-18
Indianapolis,2003,419,2003-07-21,2003-07-27
Indianapolis,2004,419,2004-07-19,2004-07-25
Indianapolis,2005,419,2005-07-18,2005-07-24
Indianapolis,2006,419,2006-07-17,2006-07-23
Indianapolis,2007,419,2007-07-23,2007-07-29
Indianapolis,2008,419,2008-07-14,2008-07-20
Indianapolis,2009,419,2009-07-19,2009-07-26
Intesa Sanpaolo Next Gen Atp Finals,2021,7696,2021-11-09,2021-11-13
Intesa Sanpaolo Next Gen Atp Finals,2022,7696,2022-11-08,2022-11-12
Istanbul,2015,7163,2015-04-27,2015-05-03
Istanbul,2016,7163,2016-04-25,2016-05-01
Istanbul,2017,7163,2017-05-01,2017-05-07
Istanbul,2018,7163,2018-04-30,2018-05-06
Johannesburg,2009,5012,2009-02-02,2009-02-08
Johannesburg,2010,5012,2010-02-01,2010-02-07
Johannesburg,2011,5012,2011-01-31,2011-02-06
Kitzbuhel,2001,319,2001-07-23,2001-07-29
Kitzbuhel,2002,319,2002-07-22,2002-07-28
Kitzbuhel,2003,319,2003-07-21,2003-07-27
Kitzbuhel,2004,319,2004-07-19,2004-07-25
Kitzbuhel,2005,319,2005-07-25,2005-07-31
Kitzbuhel,2006,319,2006-07-24,2006-07-30
Kitzbuhel,2007,319,2007-07-23,2007-07-29
Kitzbuhel,2008,319,2008-07-14,2008-07-20
Kitzbuhel,2009,319,2009-05-17,2009-05-24
Kitzbuhel,2011,319,2011-07-31,2011-08-06
Kitzbuhel,2012,319,2012-07-22,2012-07-28
Kitzbuhel,2013,319,2013-07-28,2013-08-03
Kitzbuhel,2014,319,2014-07-27,2014-08-02
Kitzbuhel,2015,319,2015-08-03,2015-08-08
Kitzbuhel,2016,319,2016-07-18,2016-07-23
Kitzbuhel,2017,319,2017-07-31,2017-08-05
Kitzbuhel,2018,319,2018-07-30,2018-08-04
Kitzbuhel,2019,319,2019-07-29,2019-08-03
Kitzbuhel,2020,319,2020-09-08,2020-09-13
Kitzbuhel,2021,319,2021-07-26,2021-07-31
Kitzbuhel,2022,319,2022-07-25,2022-07-30
Kitzbuhel,2023,319,2023-07-31,2023-08-05
Kuala Lumpur,2009,6003,2009-09-28,2009-10-04
Kuala Lumpur,2010,6003,2010-09-27,2010-10-03
Kuala Lumpur,2011,6003,2011-09-26,2011-10-02
Kuala Lumpur,2012,6003,2012-09-24,2012-09-30
Kuala Lumpur,2013,6003,2013-09-23,2013-09-29
Kuala Lumpur,2014,6003,2014-09-22,2014-09-28
Kuala Lumpur,2015,6003,2015-09-28,2015-10-04
Las Vegas,2006,433,2006-02-27,2006-03-05
Las Vegas,2007,433,2007-02-26,2007-03-04
Las Vegas,2008,433,2008-03-03,2008-03-09
Laver Cup,2017,9210,2017-09-22,2017-09-24
Laver Cup,2018,9210,2018-09-21,2018-09-23
Laver Cup,2019,9210,2019-09-20,2019-09-22
Laver Cup,2020,9210,2020-09-25,2020-09-27
Laver Cup,2021,9210,2021-09-24,2021-09-26
Laver Cup,2022,9210,2022-09-23,2022-09-25
Laver Cup,2023,9210,2023-09-22,2023-09-24
London,2001,311,2001-06-11,2001-06-17
London,2002,311,2002-06-10,2002-06-16
London,2003,311,2003-06-09,2003-06-15
London,2004,311,2004-06-07,2004-06-13
London,2005,311,2005-06-06,2005-06-12
London,2006,311,2006-06-12,2006-06-18
London,2007,311,2007-06-11,2007-06-17
London,2008,311,2008-06-09,2008-06-15
London,2009,311,2009-06-08,2009-06-14
London,2010,311,2010-06-07,2010-06-13
London,2011,311,2011-06-06,2011-06-12
London,2012,311,2012-06-11,2012-06-17
London,2013,311,2013-06-10,2013-06-16
London,2014,311,2014-06-09,2014-06-15
London,2015,311,2015-06-15,2015-06-21
London,2016,311,2016-06-13,2016-06-19
London,2017,311,2017-06-19,2017-06-25
London,2018,311,2018-06-18,2018-06-24
London,2019,311,2019-06-17,2019-06-23
London,2020,311,2020-06-15,2020-06-21
London,2021,311,2021-06-14,2021-06-20
London,2022,311,2022-06-13,2022-06-19
London,2023,311,2023-06-19,2023-06-25
London Olympics,2012,96,2012-07-25,2012-08-05
Long Island,2001,441,2001-08-20,2001-08-26
Long Island,2002,441,2002-08-19,2002-08-25
Long Island,2003,441,2003-08-18,2003-08-24
Long Island,2004,441,2004-08-23,2004-08-29
Los Angeles,2001,423,2001-07-23,2001-07-29
Los Angeles,2002,423,2002-07-22,2002-07-28
Los Angeles,2003,423,2003-07-28,2003-08-03
Los Angeles,2004,423,2004-07-12,2004-07-18
Los Angeles,2005,423,2005-07-25,2005-07-31
Los Angeles,2006,423,2006-07-24,2006-07-30
Los Angeles,2007,423,2007-07-16,2007-07-22
Los Angeles,2008,423,2008-08-04,2008-08-10
Los Angeles,2009,423,2009-07-27,2009-08-02
Los Angeles,2010,423,2010-07-26,2010-08-01
Los Angeles,2011,423,2011-07-25,2011-07-31
Los Angeles,2012,423,2012-07-23,2012-07-29
Los Cabos,2016,7480,2016-08-08,2016-08-13
Los Cabos,2017,7480,2017-07-31,2017-08-05
Los Cabos,2018,7480,2018-07-30,2018-08-04
Los Cabos,2019,7480,2019-07-29,2019-08-03
Los Cabos,2020,7480,2020-07-20,2020-07-25
Los Cabos,2021,7480,2021-07-19,2021-07-24
Los Cabos,2022,7480,2022-08-01,2022-08-06
Los Cabos,2023,7480,2023-07-31,2023-08-05
Lyon,2001,7309,2001-10-08,2001-10-14
Lyon,2002,7309,2002-10-07,2002-10-13
Lyon,2003,7309,2003-10-06,2003-10-12
Lyon,2004,7309,2004-10-04,2004-10-10
Lyon,2005,7309,2005-10-24,2005-10-30
Lyon,2006,7309,2006-10-23,2006-10-29
Lyon,2007,7309,2007-10-22,2007-10-28
Lyon,2008,7309,2008-10-20,2008-10-26
Lyon,2009,7309,2009-10-26,2009-11-01
Lyon,2017,7694,2017-05-21,2017-05-27
Lyon,2018,7694,2018-05-20,2018-05-26
Lyon,2019,7694,2019-05-19,2019-05-25
Lyon,2020,7694,2020-05-17,2020-05-23
Lyon,2021,7694,2021-05-17,2021-05-23
Lyon,2022,7694,2022-05-15,2022-05-21
Lyon,2023,7694,2023-05-21,2023-05-27
Madrid,2002,1536,2002-10-14,2002-10-20
Madrid,2003,1536,2003-10-13,2003-10-19
Madrid,2004,1536,2004-10-18,2004-10-24
Madrid,2005,1536,2005-10-17,2005-10-23
Madrid,2006,1536,2006-10-16,2006-10-22
Madrid,2007,1536,2007-10-15,2007-10-21
Madrid,2008,1536,2008-10-12,2008-10-19
Madrid,2009,1536,2009-05-10,2009-05-17
Madrid,2010,1536,2010-05-09,2010-05-16
Madrid,2011,1536,2011-05-01,2011-05-08
Madrid,2012,1536,2012-05-06,2012-05-13
Madrid,2013,1536,2013-05-05,2013-05-12
Madrid,2014,1536,2014-05-04,2014-05-11
Madrid,2015,1536,2015-05-03,2015-05-10
Madrid,2016,1536,2016-05-01,2016-05-08
Madrid,2017,1536,2017-05-07,2017-05-14
Madrid,2018,1536,2018-05-06,2018-05-13
Madrid,2019,1536,2019-05-05,2019-05-12
Madrid,2020,1536,2020-09-13,2020-09-20
Madrid,2021,1536,2021-05-02,2021-05-09
Madrid,2022,1536,2022-05-01,2022-05-08
Madrid,2023,1536,2023-04-26,2023-05-07
Mallorca,2001,7306,2001-04-30,2001-05-06
Mallorca,2002,7306,2002-04-29,2002-05-05
Mallorca,2020,8994,2020-06-21,2020-06-27
Mallorca,2021,8994,2021-06-20,2021-06-26
Mallorca,2022,8994,2022-06-19,2022-06-25
Mallorca,2023,8994,2023-06-24,2023-07-01
Marbella,2021,9462,2021-04-05,2021-04-11
Marrakech,2016,360,2016-04-04,2016-04-10
Marrakech,2017,360,2017-04-10,2017-04-16
Marrakech,2018,360,2018-04-09,2018-04-15
Marrakech,2019,360,2019-04-08,2019-04-14
Marrakech,2020,360,2020-04-06,2020-04-12
Marrakech,2021,360,2021-04-05,2021-04-11
Marrakech,2022,360,2022-04-04,2022-04-10
Marrakech,2023,360,2023-04-03,2023-04-09
Marseille,2001,496,2001-02-12,2001-02-18
Marseille,2002,496,2002-02-11,2002-02-17
Marseille,2003,496,2003-02-10,2003-02-16
Marseille,2004,496,2004-02-23,2004-02-29
Marseille,2005,496,2005-02-07,2005-02-13
Marseille,2006,496,2006-02-13,2006-02-19
Marseille,2007,496,2007-02-12,2007-02-18
Marseille,2008,496,2008-02-11,2008-02-17
Marseille,2009,496,2009-02-16,2009-02-22
Marseille,2010,496,2010-02-15,2010-02-21
Marseille,2011,496,2011-02-14,2011-02-20
Marseille,2012,496,2012-02-20,2012-02-26
Marseille,2013,496,2013-02-18,2013-02-24
Marseille,2014,496,2014-02-17,2014-02-23
Marseille,2015,496,2015-02-16,2015-02-22
Marseille,2016,496,2016-02-15,2016-02-21
Marseille,2017,496,2017-02-20,2017-02-26
Marseille,2018,496,2018-02-19,2018-02-25
Marseille,2019,496,2019-02-18,2019-02-24
Marseille,2020,496,2020-02-17,2020-02-23
Marseille,2021,496,2021-03-08,2021-03-14
Marseille,2022,496,2022-02-14,2022-02-20
Marseille,2023,496,2023-02-20,2023-02-26
Melbourne,2022,9665,2022-01-04,2022-01-09
Melbourne 1,2021,8998,2021-02-01,2021-02-07
Melbourne 2,2021,9428,2021-02-01,2021-02-07
Memphis,2001,402,2001-02-12,2001-02-18
Memphis,2002,402,2002-02-11,2002-02-17
Memphis,2003,402,2003-02-10,2003-02-16
Memphis,2004,402,2004-02-23,2004-02-29
Memphis,2005,402,2005-02-07,2005-02-13
Memphis,2006,402,2006-02-13,2006-02-19
Memphis,2007,402,2007-02-12,2007-02-18
Memphis,2008,402,2008-02-11,2008-02-17
Memphis,2009,402,2009-02-16,2009-02-22
Memphis,2010,402,2010-02-15,2010-02-21
Memphis,2011,402,2011-02-14,2011-02-20
Memphis,2012,402,2012-02-20,2012-02-26
Memphis,2013,402,2013-02-18,2013-02-24
Memphis,2014,424,2014-02-10,2014-02-16
Memphis,2015,424,2015-02-09,2015-02-15
Memphis,2016,424,2016-02-08,2016-02-14
Memphis,2017,424,2017-02-13,2017-02-19
Metz,2003,341,2003-09-29,2003-10-05
Metz,2004,341,2004-10-11,2004-10-17
Metz,2005,341,2005-10-03,2005-10-09
Metz,2006,341,2006-10-02,2006-10-08
Metz,2007,341,2007-10-01,2007-10-07
Metz,2008,341,2008-09-29,2008-10-05
Metz,2009,341,2009-09-21,2009-09-27
Metz,2010,341,2010-09-20,2010-09-26
Metz,2011,341,2011-09-19,2011-09-25
Metz,2012,341,2012-09-17,2012-09-23
Metz,2013,341,2013-09-16,2013-09-22
Metz,2014,341,2014-09-15,2014-09-21
Metz,2015,341,2015-09-21,2015-09-27
Metz,2016,341,2016-09-19,2016-09-25
Metz,2017,341,2017-09-18,2017-09-24
Metz,2018,341,2018-09-17,2018-09-23
Metz,2019,341,2019-09-15,2019-09-22
Metz,2020,341,2020-09-21,2020-09-27
Metz,2021,341,2021-09-20,2021-09-26
Metz,2022,341,2022-09-19,2022-09-25
Metz,2023,341,2023-11-05,2023-11-11
Miami,2001,403,2001-03-19,2001-04-01
Miami,2002,403,2002-03-18,2002-03-31
Miami,2003,403,2003-03-17,2003-03-30
Miami,2004,403,2004-03-22,2004-04-04
Miami,2005,403,2005-03-21,2005-04-03
Miami,2006,403,2006-03-20,2006-04-02
Miami,2007,403,2007-03-19,2007-04-01
Miami,2008,403,2008-03-27,2008-04-06
Miami,2009,403,2009-03-25,2009-04-05
Miami,2010,403,2010-03-24,2010-04-04
Miami,2011,403,2011-03-23,2011-04-03
Miami,2012,403,2012-03-21,2012-04-01
Miami,2013,403,2013-03-20,2013-03-31
Miami,2014,403,2014-03-19,2014-03-30
Miami,2015,403,2015-03-25,2015-04-05
Miami,2016,403,2016-03-23,2016-04-03
Miami,2017,403,2017-03-22,2017-04-02
Miami,2018,403,2018-03-21,2018-04-01
Miami,2019,403,2019-03-20,2019-03-31
Miami,2020,403,2020-03-25,2020-04-05
Miami,2021,403,2021-03-24,2021-04-04
Miami,2022,403,2022-03-23,2022-04-03
Miami,2023,403,2023-03-22,2023-04-02
Milan,2001,408,2001-01-29,2001-02-04
Milan,2002,408,2002-01-28,2002-02-03
Milan,2003,408,2003-01-27,2003-02-02
Milan,2004,408,2004-02-09,2004-02-15
Milan,2005,408,2005-01-31,2005-02-06
Monte Carlo,2001,410,2001-04-16,2001-04-22
Monte Carlo,2002,410,2002-04-15,2002-04-21
Monte Carlo,2003,410,2003-04-14,2003-04-20
Monte Carlo,2004,410,2004-04-19,2004-04-25
Monte Carlo,2005,410,2005-04-11,2005-04-17
Monte Carlo,2006,410,2006-04-17,2006-04-23
Monte Carlo,2007,410,2007-04-15,2007-04-22
Monte Carlo,2008,410,2008-04-20,2008-04-27
Monte Carlo,2009,410,2009-04-12,2009-04-19
Monte Carlo,2010,410,2010-04-11,2010-04-18
Monte Carlo,2011,410,2011-04-10,2011-04-17
Monte Carlo,2012,410,2012-04-15,2012-04-22
Monte Carlo,2014,410,2014-04-13,2014-04-20
Monte Carlo,2016,410,2016-04-10,2016-04-17
Monte Carlo,2017,410,2017-04-16,2017-04-23
Monte Carlo,2018,410,2018-04-15,2018-04-22
Monte Carlo,2019,410,2019-04-14,2019-04-21
Monte Carlo,2020,410,2020-04-12,2020-04-19
Monte Carlo,2021,410,2021-04-11,2021-04-18
Monte Carlo,2022,410,2022-04-10,2022-04-17
Monte-Carlo,2013,410,2013-04-14,2013-04-21
Monte-Carlo,2015,410,2015-04-12,2015-04-19
Monte-Carlo,2023,410,2023-04-09,2023-04-16
Montpellier,2010,375,2010-10-25,2010-10-31
Montpellier,2012,375,2012-01-30,2012-02-05
Montpellier,2013,375,2013-02-04,2013-02-10
Montpellier,2014,375,2014-02-03,2014-02-09
Montpellier,2015,375,2015-02-02,2015-02-08
Montpellier,2016,375,2016-02-01,2016-02-07
Montpellier,2017,375,2017-02-06,2017-02-12
Montpellier,2018,375,2018-02-05,2018-02-11
Montpellier,2019,375,2019-02-04,2019-02-10
Montpellier,2020,375,2020-02-03,2020-02-09
Montpellier,2021,375,2021-02-22,2021-02-28
Montpellier,2022,375,2022-01-31,2022-02-06
Montpellier,2023,375,2023-02-06,2023-02-12
Montreal,2001,421,2001-07-30,2001-08-05
Montreal,2003,421,2003-08-04,2003-08-10
Montreal,2005,421,2005-08-08,2005-08-14
Montreal,2007,421,2007-08-05,2007-08-12
Montreal,2009,421,2009-08-10,2009-08-16
Montreal,2011,421,2011-08-08,2011-08-14
Montreal,2013,421,2013-08-05,2013-08-11
Montreal,2015,421,2015-08-10,2015-08-16
Montreal,2017,421,2017-08-07,2017-08-13
Montreal,2019,421,2019-08-05,2019-08-11
Montreal,2022,421,2022-08-08,2022-08-14
Moscow,2001,438,2001-10-01,2001-10-07
Moscow,2002,438,2002-09-30,2002-10-06
Moscow,2003,438,2003-09-29,2003-10-05
Moscow,2004,438,2004-10-11,2004-10-17
Moscow,2005,438,2005-10-10,2005-10-16
Moscow,2006,438,2006-10-09,2006-10-15
Moscow,2007,438,2007-10-08,2007-10-14
Moscow,2008,438,2008-10-06,2008-10-12
Moscow,2009,438,2009-10-19,2009-10-25
Moscow,2010,438,2010-10-18,2010-10-24
Moscow,2011,438,2011-10-17,2011-10-23
Moscow,2012,438,2012-10-15,2012-10-21
Moscow,2013,438,2013-10-14,2013-10-20
Moscow,2014,438,2014-10-13,2014-10-19
Moscow,2015,438,2015-10-19,2015-10-25
Moscow,2016,438,2016-10-17,2016-10-23
Moscow,2017,438,2017-10-16,2017-10-22
Moscow,2018,438,2018-10-15,2018-10-21
Moscow,2019,438,2019-10-14,2019-10-20
Moscow,2020,438,2020-10-19,2020-10-25
Moscow,2021,438,2021-10-18,2021-10-24
Mumbai,2006,3465,2006-09-25,2006-10-01
Mumbai,2007,3465,2007-09-24,2007-09-30
Munich,2001,308,2001-04-30,2001-05-06
Munich,2002,308,2002-04-29,2002-05-05
Munich,2003,308,2003-04-28,2003-05-04
Munich,2004,308,2004-04-26,2004-05-02
Munich,2005,308,2005-04-25,2005-05-01
Munich,2006,308,2006-05-01,2006-05-07
Munich,2007,308,2007-04-30,2007-05-06
Munich,2008,308,2008-04-28,2008-05-04
Munich,2009,308,2009-05-03,2009-05-10
Munich,2010,308,2010-05-02,2010-05-09
Munich,2011,308,2011-04-24,2011-05-01
Munich,2012,308,2012-04-30,2012-05-06
Munich,2013,308,2013-04-29,2013-05-05
Munich,2014,308,2014-04-28,2014-05-04
Munich,2015,308,2015-04-27,2015-05-03
Munich,2016,308,2016-04-25,2016-05-01
Munich,2017,308,2017-05-01,2017-05-07
Munich,2018,308,2018-04-30,2018-05-06
Munich,2019,308,2019-04-29,2019-05-05
Munich,2020,308,2020-04-27,2020-05-03
Munich,2021,308,2021-04-26,2021-05-02
Munich,2022,308,2022-04-25,2022-05-01
Munich,2023,308,2023-04-17,2023-04-23
Naples,2022,2809,2022-10-17,2022-10-23
New Haven,2005,3348,2005-08-22,2005-08-28
New Haven,2006,3348,2006-08-21,2006-08-27
New Haven,2007,3348,2007-08-19,2007-08-26
New Haven,2008,3348,2008-08-17,2008-08-24
New Haven,2009,3348,2009-08-23,2009-08-30
New Haven,2010,3348,2010-08-22,2010-08-28
New York,2018,424,2018-02-12,2018-02-18
New York,2019,424,2019-02-11,2019-02-17
New York,2020,422,2020-08-22,2020-08-29
New York,2020,424,2020-02-10,2020-02-16
New York,2021,424,2021-02-08,2021-02-14
Newport,2001,315,2001-07-09,2001-07-15
Newport,2002,315,2002-07-08,2002-07-14
Newport,2003,315,2003-07-07,2003-07-13
Newport,2004,315,2004-07-05,2004-07-11
Newport,2005,315,2005-07-04,2005-07-10
Newport,2006,315,2006-07-10,2006-07-16
Newport,2007,315,2007-07-09,2007-07-15
Newport,2008,315,2008-07-07,2008-07-13
Newport,2009,315,2009-07-06,2009-07-12
Newport,2010,315,2010-07-05,2010-07-11
Newport,2011,315,2011-07-04,2011-07-10
Newport,2012,315,2012-07-09,2012-07-15
Newport,2013,315,2013-07-08,2013-07-14
Newport,2014,315,2014-07-07,2014-07-13
Newport,2015,315,2015-07-13,2015-07-19
Newport,2016,315,2016-07-11,2016-07-17
Newport,2017,315,2017-07-17,2017-07-23
Newport,2018,315,2018-07-16,2018-07-22
Newport,2019,315,2019-07-14,2019-07-21
Newport,2020,315,2020-07-13,2020-07-19
Newport,2021,315,2021-07-12,2021-07-18
Newport,2022,315,2022-07-11,2022-07-17
Newport,2023,315,2023-07-17,2023-07-23
Next Gen Atp Finals,2017,7696,2017-11-07,2017-11-11
Next Gen Atp Finals,2018,7696,2018-11-06,2018-11-10
Next Gen Atp Finals,2019,7696,2019-11-05,2019-11-09
Next Gen Atp Finals,2020,7696,2020-11-10,2020-11-14
Next Gen Atp Finals,2023,7696,2023-11-28,2023-12-02
Nice,2010,6120,2010-07-05,2010-07-11
Nice,2011,6120,2011-05-15,2011-05-21
Nice,2012,6120,2012-05-20,2012-05-26
Nice,2013,6120,2013-05-19,2013-05-25
Nice,2014,6120,2014-05-18,2014-05-24
Nice,2015,6120,2015-05-17,2015-05-24
Nice,2016,6120,2016-05-15,2016-05-21
Nitto Atp Finals,2017,605,2017-11-12,2017-11-19
Nitto Atp Finals,2018,605,2018-11-11,2018-11-18
Nitto Atp Finals,2019,605,2019-11-10,2019-11-17
Nitto Atp Finals,2020,605,2020-11-15,2020-11-22
Nitto Atp Finals,2021,605,2021-11-14,2021-11-21
Nitto Atp Finals,2022,605,2022-11-13,2022-11-20
Nitto Atp Finals,2023,605,2023-11-12,2023-11-19
Nottingham,2001,741,2001-06-18,2001-06-24
Nottingham,2002,741,2002-06-17,2002-06-23
Nottingham,2003,741,2003-06-16,2003-06-22
Nottingham,2004,741,2004-06-14,2004-06-20
Nottingham,2005,741,2005-06-13,2005-06-19
Nottingham,2006,741,2006-06-19,2006-06-25
Nottingham,2007,741,2007-06-18,2007-06-24
Nottingham,2008,741,2008-06-16,2008-06-22
Nottingham,2015,741,2015-06-21,2015-06-28
Nottingham,2016,741,2016-06-19,2016-06-25
Nur-Sultan,2020,9410,2020-10-26,2020-11-01
