Name,Year,Id,Start Date,End Date
Nur-Sultan,2021,9410,2021-09-20,2021-09-26
Oeiras,2013,468,2013-04-29,2013-05-05
Oeiras,2014,468,2014-04-28,2014-05-04
Palermo,2001,325,2001-09-24,2001-09-30
Palermo,2002,325,2002-09-23,2002-09-29
Palermo,2003,325,2003-09-22,2003-09-28
Palermo,2004,325,2004-09-27,2004-10-03
Palermo,2005,325,2005-09-26,2005-10-02
Palermo,2006,325,2006-09-25,2006-10-01
Paris,2001,352,2001-10-29,2001-11-04
Paris,2002,352,2002-10-28,2002-11-03
Paris,2003,352,2003-10-27,2003-11-02
Paris,2004,352,2004-11-01,2004-11-07
Paris,2005,352,2005-10-31,2005-11-06
Paris,2006,352,2006-10-30,2006-11-05
Paris,2007,352,2007-10-28,2007-11-04
Paris,2008,352,2008-10-26,2008-11-02
Paris,2009,352,2009-11-08,2009-11-15
Paris,2010,352,2010-11-07,2010-11-14
Paris,2011,352,2011-11-07,2011-11-13
Paris,2012,352,2012-10-29,2012-11-04
Paris,2013,352,2013-10-28,2013-11-03
Paris,2014,352,2014-10-27,2014-11-02
Paris,2015,352,2015-11-02,2015-11-08
Paris,2016,352,2016-10-31,2016-11-06
Paris,2017,352,2017-10-30,2017-11-05
Paris,2018,352,2018-10-29,2018-11-04
Paris,2019,352,2019-10-28,2019-11-03
Paris,2020,352,2020-11-02,2020-11-08
Paris,2021,352,2021-11-01,2021-11-07
Paris,2022,352,2022-10-31,2022-11-06
Paris,2023,352,2023-10-30,2023-11-05
Parma,2021,9510,2021-05-23,2021-05-29
Portschach,2006,306,2006-05-22,2006-05-28
Portschach,2007,306,2007-05-20,2007-05-27
Portschach,2008,306,2008-05-18,2008-05-25
Pune,2018,891,2018-12-31,2019-01-05
Pune,2018,891,2018-01-01,2018-01-06
Pune,2020,891,2020-02-03,2020-02-09
Pune,2021,891,2021-02-01,2021-02-07
Pune,2022,891,2022-01-31,2022-02-06
Pune,2023,891,2023-01-02,2023-01-07
Quito,2015,7161,2015-02-02,2015-02-08
Quito,2016,7161,2016-02-01,2016-02-07
Quito,2017,7161,2017-02-06,2017-02-12
Quito,2018,7161,2018-02-05,2018-02-11
Rio De Janeiro,2014,6932,2014-02-17,2014-02-23
Rio De Janeiro,2015,6932,2015-02-16,2015-02-22
Rio De Janeiro,2016,6932,2016-02-15,2016-02-21
Rio De Janeiro,2017,6932,2017-02-20,2017-02-26
Rio De Janeiro,2018,6932,2018-02-19,2018-02-25
Rio De Janeiro,2019,6932,2019-02-18,2019-02-24
Rio De Janeiro,2020,6932,2020-02-17,2020-02-23
Rio De Janeiro,2021,6932,2021-02-15,2021-02-21
Rio De Janeiro,2022,6932,2022-02-14,2022-02-20
Rio De Janeiro,2023,6932,2023-02-20,2023-02-26
Rio Olympics,2016,96,2016-08-04,2016-08-14
Roland Garros,2001,520,2001-05-28,2001-06-10
Roland Garros,2002,520,2002-05-27,2002-06-09
Roland Garros,2003,520,2003-05-26,2003-06-08
Roland Garros,2004,520,2004-05-24,2004-06-06
Roland Garros,2005,520,2005-05-23,2005-06-05
Roland Garros,2006,520,2006-05-29,2006-06-11
Roland Garros,2007,520,2007-05-28,2007-06-10
Roland Garros,2008,520,2008-05-25,2008-06-08
Roland Garros,2009,520,2009-05-25,2009-06-07
Roland Garros,2010,520,2010-05-24,2010-06-06
Roland Garros,2011,520,2011-05-22,2011-06-05
Roland Garros,2012,520,2012-05-27,2012-06-10
Roland Garros,2013,520,2013-05-27,2013-06-09
Roland Garros,2014,520,2014-05-26,2014-06-08
Roland Garros,2015,520,2015-05-24,2015-06-07
Roland Garros,2016,520,2016-05-22,2016-06-05
Roland Garros,2017,520,2017-05-28,2017-06-11
Roland Garros,2018,520,2018-05-27,2018-06-10
Roland Garros,2019,520,2019-05-26,2019-06-09
Roland Garros,2020,520,2020-09-27,2020-10-11
Roland Garros,2021,520,2021-05-30,2021-06-13
Roland Garros,2022,520,2022-05-22,2022-06-05
Roland Garros,2023,520,2023-05-28,2023-06-11
Rome,2001,416,2001-05-07,2001-05-13
Rome,2002,416,2002-05-06,2002-05-12
Rome,2003,416,2003-05-05,2003-05-11
Rome,2004,416,2004-05-03,2004-05-09
Rome,2005,416,2005-05-02,2005-05-08
Rome,2006,416,2006-05-08,2006-05-14
Rome,2007,416,2007-05-07,2007-05-13
Rome,2008,416,2008-05-05,2008-05-11
Rome,2009,416,2009-04-27,2009-05-03
Rome,2010,416,2010-04-25,2010-05-02
Rome,2011,416,2011-05-08,2011-05-15
Rome,2012,416,2012-05-13,2012-05-20
Rome,2013,416,2013-05-12,2013-05-19
Rome,2014,416,2014-05-11,2014-05-18
Rome,2015,416,2015-05-10,2015-05-17
Rome,2016,416,2016-05-08,2016-05-15
Rome,2017,416,2017-05-14,2017-05-21
Rome,2018,416,2018-05-13,2018-05-20
Rome,2019,416,2019-05-12,2019-05-19
Rome,2020,416,2020-09-14,2020-09-21
Rome,2021,416,2021-05-09,2021-05-16
Rome,2022,416,2022-05-08,2022-05-15
Rome,2023,416,2023-05-10,2023-05-21
Rotterdam,2001,407,2001-02-19,2001-02-25
Rotterdam,2002,407,2002-02-18,2002-02-24
Rotterdam,2003,407,2003-02-17,2003-02-23
Rotterdam,2004,407,2004-02-16,2004-02-22
Rotterdam,2005,407,2005-02-14,2005-02-20
Rotterdam,2006,407,2006-02-20,2006-02-26
Rotterdam,2007,407,2007-02-19,2007-02-25
Rotterdam,2008,407,2008-02-18,2008-02-24
Rotterdam,2009,407,2009-02-09,2009-02-15
Rotterdam,2010,407,2010-02-08,2010-02-14
Rotterdam,2011,407,2011-02-07,2011-02-13
Rotterdam,2012,407,2012-02-13,2012-02-19
Rotterdam,2013,407,2013-02-11,2013-02-17
Rotterdam,2014,407,2014-02-10,2014-02-16
Rotterdam,2015,407,2015-02-09,2015-02-15
Rotterdam,2016,407,2016-02-08,2016-02-14
Rotterdam,2017,407,2017-02-13,2017-02-19
Rotterdam,2018,407,2018-02-12,2018-02-18
Rotterdam,2019,407,2019-02-11,2019-02-17
Rotterdam,2020,407,2020-02-10,2020-02-16
Rotterdam,2021,407,2021-03-01,2021-03-07
Rotterdam,2022,407,2022-02-07,2022-02-13
Rotterdam,2023,407,2023-02-13,2023-02-19
San Diego,2021,9569,2021-09-27,2021-10-03
San Diego,2022,9569,2022-09-19,2022-09-25
San Jose,2001,424,2001-02-26,2001-03-04
San Jose,2002,424,2002-02-25,2002-03-03
San Jose,2003,424,2003-02-10,2003-02-16
San Jose,2004,424,2004-02-09,2004-02-15
San Jose,2005,424,2005-02-07,2005-02-13
San Jose,2006,424,2006-02-13,2006-02-19
San Jose,2007,424,2007-02-12,2007-02-18
San Jose,2008,424,2008-02-18,2008-02-24
San Jose,2009,424,2009-02-09,2009-02-15
San Jose,2010,424,2010-02-08,2010-02-14
San Jose,2011,424,2011-02-07,2011-02-13
San Jose,2012,424,2012-02-13,2012-02-19
San Jose,2013,424,2013-02-11,2013-02-17
Santiago,2010,8996,2010-02-01,2010-02-07
Santiago,2011,8996,2011-01-31,2011-02-06
Santiago,2020,8996,2020-02-24,2020-03-01
Santiago,2021,8996,2021-03-08,2021-03-14
Santiago,2022,8996,2022-02-21,2022-02-27
Santiago,2023,8996,2023-02-27,2023-03-05
Sao Paulo,2012,533,2012-02-13,2012-02-19
Sao Paulo,2013,533,2013-02-11,2013-02-17
Sao Paulo,2014,533,2014-02-24,2014-03-02
Sao Paulo,2015,533,2015-02-09,2015-02-15
Sao Paulo,2016,533,2016-02-22,2016-02-28
Sao Paulo,2017,533,2017-02-27,2017-03-06
Sao Paulo,2018,533,2018-02-26,2018-03-04
Sao Paulo,2019,533,2019-02-25,2019-03-03
Sardinia,2020,9408,2020-10-12,2020-10-18
Scottsdale,2001,433,2001-03-05,2001-03-11
Scottsdale,2002,433,2002-03-04,2002-03-10
Scottsdale,2003,433,2003-03-03,2003-03-09
Scottsdale,2004,433,2004-03-01,2004-03-07
Scottsdale,2005,433,2005-02-21,2005-02-27
Seoul,2022,4140,2022-09-26,2022-10-02
Shanghai,2001,890,2001-09-17,2001-09-23
Shanghai,2003,890,2003-09-22,2003-09-28
Shanghai,2004,890,2004-09-27,2004-10-03
Shanghai,2009,5014,2009-10-11,2009-10-18
Shanghai,2010,5014,2010-10-10,2010-10-17
Shanghai,2011,5014,2011-10-09,2011-10-16
Shanghai,2012,5014,2012-10-07,2012-10-14
Shanghai,2013,5014,2013-10-07,2013-10-13
Shanghai,2014,5014,2014-10-05,2014-10-12
Shanghai,2015,5014,2015-10-11,2015-10-18
Shanghai,2016,5014,2016-10-09,2016-10-16
Shanghai,2017,5014,2017-10-08,2017-10-15
Shanghai,2018,5014,2018-10-07,2018-10-14
Shanghai,2019,5014,2019-10-06,2019-10-13
Shanghai,2020,5014,2020-10-11,2020-10-18
Shanghai,2021,5014,2021-10-03,2021-10-10
Shanghai,2023,5014,2023-10-04,2023-10-15
Shenzhen,2014,6967,2014-09-22,2014-09-28
Shenzhen,2015,6967,2015-09-28,2015-10-04
Shenzhen,2016,6967,2016-09-26,2016-10-02
Shenzhen,2017,6967,2017-09-25,2017-10-01
Shenzhen,2018,6967,2018-09-24,2018-09-30
Singapore,2021,9460,2021-02-22,2021-02-28
Sofia,2016,7434,2016-02-01,2016-02-07
Sofia,2017,7434,2017-02-06,2017-02-12
Sofia,2018,7434,2018-02-05,2018-02-11
Sofia,2019,7434,2019-02-04,2019-02-10
Sofia,2020,7434,2020-11-08,2020-11-14
Sofia,2021,7434,2021-09-27,2021-10-03
Sofia,2022,7434,2022-09-26,2022-10-02
Sopot,2001,475,2001-07-23,2001-07-29
Sopot,2002,475,2002-07-22,2002-07-28
Sopot,2003,475,2003-07-28,2003-08-03
Sopot,2004,475,2004-08-09,2004-08-15
Sopot,2005,475,2005-08-01,2005-08-07
Sopot,2006,475,2006-07-31,2006-08-06
Sopot,2007,475,2007-07-30,2007-08-05
St. Petersburg,2001,568,2001-10-22,2001-10-28
St. Petersburg,2002,568,2002-10-21,2002-10-27
St. Petersburg,2003,568,2003-10-20,2003-10-26
St. Petersburg,2004,568,2004-10-25,2004-10-31
St. Petersburg,2005,568,2005-10-24,2005-10-30
St. Petersburg,2006,568,2006-10-23,2006-10-29
St. Petersburg,2007,568,2007-10-22,2007-10-28
St. Petersburg,2008,568,2008-10-20,2008-10-26
St. Petersburg,2009,568,2009-10-25,2009-11-01
St. Petersburg,2010,568,2010-10-25,2010-10-31
St. Petersburg,2011,568,2011-10-24,2011-10-30
St. Petersburg,2012,568,2012-09-17,2012-09-23
St. Petersburg,2013,568,2013-09-16,2013-09-22
St. Petersburg,2015,568,2015-09-21,2015-09-27
St. Petersburg,2016,568,2016-09-19,2016-09-25
St. Petersburg,2017,568,2017-09-18,2017-09-24
St. Petersburg,2018,568,2018-09-17,2018-09-23
St. Petersburg,2019,568,2019-09-15,2019-09-22
St. Petersburg,2020,568,2020-10-12,2020-10-18
St. Petersburg,2021,568,2021-10-25,2021-10-31
St. Polten,2001,306,2001-05-21,2001-05-27
St. Polten,2002,306,2002-05-20,2002-05-26
St. Polten,2003,306,2003-05-19,2003-05-25
St. Polten,2004,306,2004-05-17,2004-05-23
St. Polten,2005,306,2005-05-16,2005-05-22
Stockholm,2001,429,2001-10-22,2001-10-28
Stockholm,2002,429,2002-10-21,2002-10-27
Stockholm,2003,429,2003-10-20,2003-10-26
Stockholm,2004,429,2004-10-25,2004-10-31
Stockholm,2005,429,2005-10-10,2005-10-16
Stockholm,2006,429,2006-10-09,2006-10-15
Stockholm,2007,429,2007-10-07,2007-10-14
Stockholm,2008,429,2008-10-06,2008-10-12
Stockholm,2009,429,2009-10-19,2009-10-25
Stockholm,2010,429,2010-10-18,2010-10-24
Stockholm,2011,429,2011-10-17,2011-10-23
Stockholm,2012,429,2012-10-15,2012-10-21
Stockholm,2013,429,2013-10-14,2013-10-20
Stockholm,2014,429,2014-10-13,2014-10-19
Stockholm,2015,429,2015-10-19,2015-10-25
Stockholm,2016,429,2016-10-17,2016-10-23
Stockholm,2017,429,2017-10-16,2017-10-22
Stockholm,2018,429,2018-10-15,2018-10-21
Stockholm,2019,429,2019-10-14,2019-10-20
Stockholm,2020,429,2020-10-19,2020-10-25
Stockholm,2021,429,2021-11-07,2021-11-13
Stockholm,2022,429,2022-10-17,2022-10-23
Stockholm,2023,429,2023-10-16,2023-10-22
Stuttgart,2001,357,2001-10-15,2001-10-21
Stuttgart,2002,321,2002-07-15,2002-07-21
Stuttgart,2003,321,2003-07-14,2003-07-20
Stuttgart,2004,321,2004-07-12,2004-07-18
Stuttgart,2005,321,2005-07-18,2005-07-24
Stuttgart,2006,321,2006-07-17,2006-07-23
Stuttgart,2007,321,2007-07-16,2007-07-22
Stuttgart,2008,321,2008-07-07,2008-07-13
Stuttgart,2009,321,2009-07-13,2009-07-19
Stuttgart,2010,321,2010-07-12,2010-07-18
Stuttgart,2011,321,2011-07-11,2011-07-17
Stuttgart,2012,321,2012-07-09,2012-07-15
Stuttgart,2013,321,2013-07-08,2013-07-14
Stuttgart,2014,321,2014-07-07,2014-07-13
Stuttgart,2015,321,2015-06-08,2015-06-14
Stuttgart,2016,321,2016-06-06,2016-06-13
Stuttgart,2017,321,2017-06-12,2017-06-18
Stuttgart,2018,321,2018-06-11,2018-06-17
Stuttgart,2019,321,2019-06-10,2019-06-16
Stuttgart,2020,321,2020-06-08,2020-06-14
Stuttgart,2021,321,2021-06-08,2021-06-13
Stuttgart,2022,321,2022-06-06,2022-06-12
Stuttgart,2023,321,2023-06-12,2023-06-18
Stuttgart-1,2001,321,2001-07-16,2001-07-22
Sydney,2001,338,2001-01-08,2001-01-14
Sydney,2002,338,2002-01-07,2002-01-13
Sydney,2003,338,2003-01-06,2003-01-12
Sydney,2004,338,2004-01-12,2004-01-18
Sydney,2005,338,2005-01-10,2005-01-16
Sydney,2006,338,2006-01-09,2006-01-15
Sydney,2007,338,2007-01-08,2007-01-14
Sydney,2008,338,2008-01-07,2008-01-13
Sydney,2009,338,2009-01-12,2009-01-18
Sydney,2010,338,2010-01-11,2010-01-16
Sydney,2011,338,2011-01-10,2011-01-15
Sydney,2012,338,2012-01-09,2012-01-14
Sydney,2013,338,2013-01-07,2013-01-12
Sydney,2014,338,2014-01-06,2014-01-11
Sydney,2015,338,2015-01-11,2015-01-17
Sydney,2016,338,2016-01-11,2016-01-17
Sydney,2017,338,2017-01-08,2017-01-14
Sydney,2018,338,2018-01-07,2018-01-13
Sydney,2019,338,2019-01-06,2019-01-12
Sydney,2022,9663,2022-01-10,2022-01-15
Tashkent,2001,73,2001-09-10,2001-09-16
Tashkent,2002,73,2002-09-09,2002-09-15
Tel Aviv,2022,4138,2022-09-26,2022-10-02
Tel Aviv,2023,4138,2023-11-05,2023-11-11
Tennis Masters Cup,2001,605,2001-11-12,2001-11-18
Tennis Masters Cup,2002,605,2002-11-11,2002-11-17
Tennis Masters Cup,2003,605,2003-11-10,2003-11-16
Tennis Masters Cup,2004,605,2004-11-15,2004-11-21
Tennis Masters Cup,2005,605,2005-11-14,2005-11-20
Tennis Masters Cup,2006,605,2006-11-13,2006-11-19
Tennis Masters Cup,2007,605,2007-11-12,2007-11-18
Tennis Masters Cup,2008,605,2008-11-09,2008-11-16
Tokyo,2001,329,2001-10-01,2001-10-07
Tokyo,2002,329,2002-09-30,2002-10-06
Tokyo,2003,329,2003-09-29,2003-10-05
Tokyo,2004,329,2004-10-04,2004-10-10
Tokyo,2005,329,2005-10-03,2005-10-09
Tokyo,2006,329,2006-10-02,2006-10-08
Tokyo,2007,329,2007-10-01,2007-10-07
Tokyo,2008,329,2008-09-29,2008-10-05
Tokyo,2009,329,2009-10-05,2009-10-11
Tokyo,2010,329,2010-10-04,2010-10-10
Tokyo,2011,329,2011-10-03,2011-10-09
Tokyo,2012,329,2012-10-01,2012-10-07
Tokyo,2013,329,2013-09-30,2013-10-06
Tokyo,2014,329,2014-09-29,2014-10-05
Tokyo,2015,329,2015-10-05,2015-10-11
Tokyo,2016,329,2016-10-03,2016-10-09
Tokyo,2017,329,2017-10-02,2017-10-08
Tokyo,2018,329,2018-10-01,2018-10-07
Tokyo,2019,329,2019-09-30,2019-10-06
Tokyo,2020,329,2020-10-05,2020-10-11
Tokyo,2021,329,2021-10-04,2021-10-10
Tokyo,2022,329,2022-10-03,2022-10-09
Tokyo,2023,329,2023-10-16,2023-10-22
Tokyo Olympics,2020,96,2020-07-25,2020-08-02
Tokyo Olympics,2021,96,2021-07-24,2021-08-01
Toronto,2002,421,2002-07-29,2002-08-04
Toronto,2004,421,2004-07-26,2004-08-01
Toronto,2006,421,2006-08-07,2006-08-13
Toronto,2008,421,2008-07-21,2008-07-27
Toronto,2010,421,2010-08-09,2010-08-15
Toronto,2012,421,2012-08-06,2012-08-12
Toronto,2014,421,2014-08-04,2014-08-10
Toronto,2016,421,2016-07-25,2016-07-31
Toronto,2018,421,2018-08-06,2018-08-12
Toronto,2020,421,2020-08-10,2020-08-16
Toronto,2021,421,2021-08-09,2021-08-15
Toronto,2023,421,2023-08-07,2023-08-13
Umag,2001,439,2001-07-16,2001-07-22
Umag,2002,439,2002-07-15,2002-07-21
Umag,2003,439,2003-07-21,2003-07-27
Umag,2004,439,2004-07-19,2004-07-25
Umag,2005,439,2005-07-25,2005-07-31
Umag,2006,439,2006-07-24,2006-07-30
Umag,2007,439,2007-07-23,2007-07-29
Umag,2008,439,2008-07-14,2008-07-20
Umag,2009,439,2009-07-27,2009-08-02
Umag,2010,439,2010-07-26,2010-08-01
Umag,2011,439,2011-07-25,2011-07-31
Umag,2012,439,2012-07-09,2012-07-15
Umag,2013,439,2013-07-22,2013-07-28
Umag,2014,439,2014-07-21,2014-07-27
Umag,2015,439,2015-07-20,2015-07-26
Umag,2016,439,2016-07-18,2016-07-24
Umag,2017,439,2017-07-17,2017-07-23
Umag,2018,439,2018-07-16,2018-07-22
Umag,2019,439,2019-07-15,2019-07-21
Umag,2020,439,2020-07-20,2020-07-26
Umag,2021,439,2021-07-19,2021-07-25
Umag,2022,439,2022-07-25,2022-07-31
Umag,2023,439,2023-07-24,2023-07-30
United Cup,2022,9900,2022-12-29,2023-01-08
Us Open,2001,560,2001-08-27,2001-09-09
Us Open,2002,560,2002-08-26,2002-09-08
Us Open,2003,560,2003-08-25,2003-09-07
Us Open,2004,560,2004-08-30,2004-09-12
Us Open,2005,560,2005-08-29,2005-09-11
Us Open,2006,560,2006-08-28,2006-09-10
Us Open,2007,560,2007-08-27,2007-09-09
Us Open,2008,560,2008-08-25,2008-09-07
Us Open,2009,560,2009-08-31,2009-09-13
Us Open,2010,560,2010-08-30,2010-09-12
Us Open,2011,560,2011-08-29,2011-09-11
Us Open,2012,560,2012-08-27,2012-09-09
Us Open,2013,560,2013-08-26,2013-09-08
Us Open,2014,560,2014-08-25,2014-09-08
Us Open,2015,560,2015-08-31,2015-09-13
Us Open,2016,560,2016-08-29,2016-09-11
Us Open,2017,560,2017-08-28,2017-09-10
Us Open,2018,560,2018-08-27,2018-09-09
Us Open,2019,560,2019-08-26,2019-09-08
Us Open,2020,560,2020-08-31,2020-09-13
Us Open,2021,560,2021-08-30,2021-09-12
Us Open,2022,560,2022-08-29,2022-09-11
Us Open,2023,560,2023-08-28,2023-09-10
Valencia,2003,573,2003-04-28,2003-05-04
Valencia,2004,573,2004-04-12,2004-04-18
Valencia,2005,573,2005-04-04,2005-04-10
Valencia,2006,573,2006-04-10,2006-04-16
Valencia,2007,573,2007-04-09,2007-04-15
Valencia,2008,573,2008-04-14,2008-04-20
Valencia,2009,573,2009-11-02,2009-11-08
Valencia,2010,573,2010-10-31,2010-11-07
Valencia,2011,573,2011-10-31,2011-11-06
Valencia,2012,573,2012-10-21,2012-10-28
Valencia,2013,573,2013-10-21,2013-10-27
Valencia,2014,573,2014-10-20,2014-10-26
Valencia,2015,573,2015-10-26,2015-11-01
Vienna,2001,337,2001-10-08,2001-10-14
Vienna,2002,337,2002-10-07,2002-10-13
Vienna,2003,337,2003-10-06,2003-10-12
Vienna,2004,337,2004-10-11,2004-10-17
Vienna,2005,337,2005-10-10,2005-10-16
Vienna,2006,337,2006-10-09,2006-10-15
Vienna,2007,337,2007-10-07,2007-10-14
Vienna,2008,337,2008-10-06,2008-10-12
Vienna,2009,337,2009-10-26,2009-11-01
Vienna,2010,337,2010-10-25,2010-10-31
Vienna,2011,337,2011-10-24,2011-10-30
Vienna,2012,337,2012-10-15,2012-10-21
Vienna,2013,337,2013-10-14,2013-10-20
Vienna,2014,337,2014-10-13,2014-10-19
Vienna,2015,337,2015-10-19,2015-10-25
Vienna,2016,337,2016-10-24,2016-10-30
Vienna,2017,337,2017-10-23,2017-10-29
Vienna,2018,337,2018-10-22,2018-10-28
Vienna,2019,337,2019-10-21,2019-10-27
Vienna,2020,337,2020-10-26,2020-11-01
Vienna,2021,337,2021-10-25,2021-10-31
Vienna,2022,337,2022-10-24,2022-10-30
Vienna,2023,337,2023-10-23,2023-10-29
Vina Del Mar,2001,8996,2001-02-12,2001-02-18
Vina Del Mar,2002,8996,2002-02-11,2002-02-17
Vina Del Mar,2003,8996,2003-02-10,2003-02-16
Vina Del Mar,2004,8996,2004-02-09,2004-02-15
Vina Del Mar,2005,8996,2005-01-31,2005-02-06
Vina Del Mar,2006,8996,2006-01-30,2006-02-05
Vina Del Mar,2007,8996,2007-01-29,2007-02-04
Vina Del Mar,2008,8996,2008-01-28,2008-02-03
Vina Del Mar,2009,8996,2009-02-02,2009-02-08
Vina Del Mar,2012,8996,2012-01-30,2012-02-05
Vina Del Mar,2013,8996,2013-02-04,2013-02-10
Vina Del Mar,2014,8996,2014-02-03,2014-02-09
Warsaw,2008,475,2008-06-09,2008-06-15
Washington,2001,418,2001-08-13,2001-08-19
Washington,2002,418,2002-08-12,2002-08-18
Washington,2003,418,2003-07-28,2003-08-03
Washington,2004,418,2004-08-16,2004-08-22
Washington,2005,418,2005-08-01,2005-08-07
Washington,2006,418,2006-07-31,2006-08-06
Washington,2007,418,2007-07-29,2007-08-05
Washington,2008,418,2008-08-10,2008-08-17
Washington,2009,418,2009-08-02,2009-08-09
Washington,2010,418,2010-08-01,2010-08-08
Washington,2011,418,2011-07-31,2011-08-07
Washington,2012,418,2012-07-30,2012-08-05
Washington,2013,418,2013-07-29,2013-08-04
Washington,2014,418,2014-07-28,2014-08-03
Washington,2015,418,2015-08-03,2015-08-09
Washington,2016,418,2016-07-18,2016-07-24
Washington,2017,418,2017-07-31,2017-08-06
Washington,2018,418,2018-07-30,2018-08-05
Washington,2019,418,2019-07-27,2019-08-04
Washington,2020,418,2020-08-14,2020-08-21
Washington,2021,418,2021-08-02,2021-08-08
Washington,2022,418,2022-08-01,2022-08-07
Washington,2023,418,2023-07-31,2023-08-06
Wimbledon,2001,540,2001-06-25,2001-07-08
Wimbledon,2002,540,2002-06-24,2002-07-07
Wimbledon,2003,540,2003-06-23,2003-07-06
Wimbledon,2004,540,2004-06-21,2004-07-04
Wimbledon,2005,540,2005-06-20,2005-07-03
Wimbledon,2006,540,2006-06-26,2006-07-09
Wimbledon,2007,540,2007-06-25,2007-07-08
Wimbledon,2008,540,2008-06-23,2008-07-06
Wimbledon,2009,540,2009-06-22,2009-07-05
Wimbledon,2010,540,2010-06-21,2010-07-04
Wimbledon,2011,540,2011-06-20,2011-07-03
Wimbledon,2012,540,2012-06-25,2012-07-08
Wimbledon,2013,540,2013-06-24,2013-07-07
Wimbledon,2014,540,2014-06-23,2014-07-06
Wimbledon,2015,540,2015-06-29,2015-07-12
Wimbledon,2016,540,2016-06-27,2016-07-10
Wimbledon,2017,540,2017-07-03,2017-07-16
Wimbledon,2018,540,2018-07-02,2018-07-15
Wimbledon,2019,540,2019-07-01,2019-07-14
Wimbledon,2020,540,2020-06-29,2020-07-12
Wimbledon,2021,540,2021-06-28,2021-07-11
Wimbledon,2022,540,2022-06-27,2022-07-10
Wimbledon,2023,540,2023-07-03,2023-07-16
Winston-Salem,2011,6242,2011-08-21,2011-08-27
Winston-Salem,2012,6242,2012-08-19,2012-08-25
Winston-Salem,2013,6242,2013-08-18,2013-08-24
Winston-Salem,2014,6242,2014-08-17,2014-08-23
Winston-Salem,2015,6242,2015-08-23,2015-08-30
Winston-Salem,2016,6242,2016-08-21,2016-08-27
Winston-Salem,2017,6242,2017-08-20,2017-08-26
Winston-Salem,2018,6242,2018-08-19,2018-08-25
Winston-Salem,2019,6242,2019-08-18,2019-08-24
Winston-Salem,2020,6242,2020-08-23,2020-08-29
Winston-Salem,2021,6242,2021-08-22,2021-08-28
Winston-Salem,2022,6242,2022-08-21,2022-08-27
Winston-Salem,2023,6242,2023-08-20,2023-08-26
World Team Cup,2001,615,2001-05-21,2001-05-27
World Team Cup,2002,615,2002-05-20,2002-05-26
World Team Cup,2003,615,2003-05-19,2003-05-25
World Team Cup,2004,615,2004-05-17,2004-05-23
World Team Cup,2005,615,2005-05-16,2005-05-22
World Team Cup,2006,615,2006-05-22,2006-05-28
World Team Cup,2007,615,2007-05-20,2007-05-27
World Team Cup,2008,615,2008-05-18,2008-05-25
World Team Cup,2009,615,2009-05-17,2009-05-24
World Team Cup,2010,615,2010-05-16,2010-05-22
World Team Cup,2011,615,2011-05-15,2011-05-21
World Team Cup,2012,615,2012-05-20,2012-05-26
Zagreb,2006,2276,2006-01-30,2006-02-05
Zagreb,2007,2276,2007-01-29,2007-02-04
Zagreb,2008,2276,2008-02-25,2008-03-02
Zagreb,2009,2276,2009-02-02,2009-02-08
Zagreb,2010,2276,2010-02-01,2010-02-07
Zagreb,2011,2276,2011-01-31,2011-02-06
Zagreb,2012,2276,2012-01-30,2012-02-05
Zagreb,2013,2276,2013-02-04,2013-02-10
Zagreb,2014,2276,2014-02-03,2014-02-09
Zagreb,2015,2276,2015-02-02,2015-02-08
Zhuhai,2019,9164,2019-09-23,2019-09-29
Zhuhai,2020,9164,2020-09-28,2020-10-04
Zhuhai,2021,9164,2021-09-27,2021-10-03
Zhuhai,2023,9164,2023-09-20,2023-09-26
